mean_phasic_power,burst_rate_hz,mean_burst_amp,median_burst_amp,max_burst_amp,nonresponse_ratio,habituation_slope,mean_recovery_time_s,tonic_level_mean,tonic_level_std
4.783465120841925e+25,0.05333333333333334,18420934351553.414,2513.343657619897,294332705407390.3,0.9,,7.5600000000000005,2.4743803179032553,0.3170848591429975
